"","Campo","Zona","Ronda","Grupo","ALTITUD","COORDENADAS","Abundancia"
"1","BQ1","DH",1,"bombus",2818,"S0º 58.618' W78º 35.088'",2
"2","CUSU1","DH",3,"bombus",3086,"S1º 04.021' W78º 41.442'",1
"3","CUSU2","DH",1,"bombus",3500,"S1º 05.516' W78º 43.567'",1
"4","CUSU2","BH",3,"bombus",3500,"S1º 05.516' W78º 43.567'",1
"5","Q1","BH",3,"bombus",3777,"S0º 53.872' W78º 46.865'",4
"6","Q4","DH",2,"bombus",3838,"S0º 52.486' W78º 54.973'",1
"7","Q5","BH",1,"bombus",3779,"S0º 52.593' W78º 54.538'",1
"8","BQ1","BH",1,"diptera",2818,"S0º 58.618' W78º 35.088'",1
"9","BQ1","BH",1,"diptera",2818,"S0º 58.618' W78º 35.088'",1
"10","BQ1","BH",2,"diptera",2818,"S0º 58.618' W78º 35.088'",1
"11","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"12","BQ2","DH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"13","BQ2","DH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"14","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"15","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"16","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"17","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"18","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"19","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"20","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"21","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"22","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"23","BQ2","BH",1,"diptera",3041,"S0º 58.917' W78º 33.509'",1
"24","BQ2","DH",2,"diptera",3041,"S0º 58.917' W78º 33.509'",15
"25","BQ2","DH",3,"diptera",3041,"S0º 58.917' W78º 33.509'",2
"26","CUMBI1","BH",1,"diptera",2759,"S1º 03.191' W78º 33.840'",1
"27","CUMBI1","BH",2,"diptera",2759,"S1º 03.191' W78º 33.840'",1
"28","CUMBI1","BH",2,"diptera",2759,"S1º 03.191' W78º 33.840'",1
"29","CUMBI3","BH",1,"diptera",3064,"S1º 03.289' W78º 30.786'",1
"30","CUMBI3","BH",1,"diptera",3064,"S1º 03.289' W78º 30.786'",1
"31","CUMBI3","BH",1,"diptera",3064,"S1º 03.289' W78º 30.786'",1
"32","CUMBI3","BH",1,"diptera",3064,"S1º 03.289' W78º 30.786'",1
"33","CUMBI3","BH",1,"diptera",3064,"S1º 03.289' W78º 30.786'",1
"34","CUMBI3","BH",1,"diptera",3064,"S1º 03.289' W78º 30.786'",1
"35","CUMBI4","DH",1,"diptera",3152,"S1º 03.050' W78º 30.281'",1
"36","CUMBI4","DH",1,"diptera",3152,"S1º 03.050' W78º 30.281'",1
"37","CUMBI5","DH",1,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"38","CUMBI5","BH",2,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"39","CUMBI5","BH",2,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"40","CUMBI5","BH",2,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"41","CUMBI5","BH",2,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"42","CUMBI5","BH",2,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"43","CUMBI5","BH",1,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"44","CUMBI5","BH",1,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"45","CUMBI5","BH",1,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"46","CUMBI5","BH",1,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"47","CUMBI5","BH",1,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"48","CUMBI5","BH",1,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"49","CUMBI5","BH",1,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"50","CUMBI5","DH",2,"diptera",3189,"S1º 01.907' W78º 28.672'",1
"51","CUMBI6","BH",1,"diptera",3628,"S1º 00.696' W78º 27.529'",1
"52","CUMBI6","BH",1,"diptera",3628,"S1º 00.696' W78º 27.529'",1
"53","CUMBI6","DH",1,"diptera",3628,"S1º 00.696' W78º 27.529'",1
"54","CUMBI6","DH",2,"diptera",3628,"S1º 00.696' W78º 27.529'",1
"55","CUMBI6","BH",2,"diptera",3628,"S1º 00.696' W78º 27.529'",1
"56","CUMBI6","BH",2,"diptera",3628,"S1º 00.696' W78º 27.529'",1
"57","CUMBI6","BH",2,"diptera",3628,"S1º 00.696' W78º 27.529'",1
"58","CUMBI6","BH",1,"diptera",3628,"S1º 00.696' W78º 27.529'",1
"59","CUMBI6","BH",1,"diptera",3628,"S1º 00.696' W78º 27.529'",4
"60","CUMBI6","BH",2,"diptera",3628,"S1º 00.696' W78º 27.529'",2
"61","CUSU1","DH",1,"diptera",3086,"S1º 04.021' W78º 41.442'",1
"62","CUSU1","DH",1,"diptera",3086,"S1º 04.021' W78º 41.442'",1
"63","CUSU1","BH",1,"diptera",3086,"S1º 04.021' W78º 41.442'",1
"64","CUSU1","BH",1,"diptera",3086,"S1º 04.021' W78º 41.442'",1
"65","CUSU1","BH",1,"diptera",3086,"S1º 04.021' W78º 41.442'",1
"66","CUSU2","BH",1,"diptera",3500,"S1º 05.516' W78º 43.567'",1
"67","CUSU2","BH",1,"diptera",3500,"S1º 05.516' W78º 43.567'",1
"68","CUSU2","BH",1,"diptera",3500,"S1º 05.516' W78º 43.567'",1
"69","CUSU2","BH",1,"diptera",3500,"S1º 05.516' W78º 43.567'",1
"70","CUSU2","BH",2,"diptera",3500,"S1º 05.516' W78º 43.567'",1
"71","CUSU2","DH",2,"diptera",3500,"S1º 05.516' W78º 43.567'",1
"72","CUSU2","DH",2,"diptera",3500,"S1º 05.516' W78º 43.567'",1
"73","Q1","DH",2,"diptera",3777,"S0º 53.872' W78º 46.865'",1
"74","Q1","BH",3,"diptera",3777,"S0º 53.872' W78º 46.865'",1
"75","Q2","BH",3,"diptera",3780,"S0º 54.999' W78º 49.727'",1
"76","Q2","BH",3,"diptera",3780,"S0º 54.999' W78º 49.727'",1
"77","Q2","DH",3,"diptera",3780,"S0º 54.999' W78º 49.727'",1
"78","Q2","DH",3,"diptera",3780,"S0º 54.999' W78º 49.727'",1
"79","Q2","DH",3,"diptera",3780,"S0º 54.999' W78º 49.727'",1
"80","Q2","DH",3,"diptera",3780,"S0º 54.999' W78º 49.727'",1
"81","Q2","DH",2,"diptera",3780,"S0º 54.999' W78º 49.727'",1
"82","Q2","DH",1,"diptera",3780,"S0º 54.999' W78º 49.727'",1
"83","Q3","DH",2,"diptera",3747,"S0º 57.144' W78º 52.173'",1
"84","Q3","DH",2,"diptera",3747,"S0º 57.144' W78º 52.173'",1
"85","Q3","DH",1,"diptera",3747,"S0º 57.144' W78º 52.173'",1
"86","Q3","DH",1,"diptera",3747,"S0º 57.144' W78º 52.173'",1
"87","Q3","DH",1,"diptera",3747,"S0º 57.144' W78º 52.173'",1
"88","Q3","BH",2,"diptera",3747,"S0º 57.144' W78º 52.173'",1
"89","Q3","BH",2,"diptera",3747,"S0º 57.144' W78º 52.173'",1
"90","Q4","BH",1,"diptera",3838,"S0º 52.486' W78º 54.973'",1
"91","Q4","BH",3,"diptera",3838,"S0º 52.486' W78º 54.973'",1
"92","Q5","DH",3,"diptera",3779,"S0º 52.593' W78º 54.538'",1
"93","Q5","BH",2,"diptera",3779,"S0º 52.593' W78º 54.538'",1
"94","Q5","BH",1,"diptera",3779,"S0º 52.593' W78º 54.538'",1
"95","Q5","DH",2,"diptera",3779,"S0º 52.593' W78º 54.538'",1
"96","BQ1","DH",2,"honeybee",2818,"S0º 58.618' W78º 35.088'",1
"97","BQ1","DH",3,"honeybee",2818,"S0º 58.618' W78º 35.088'",6
"98","BQ1","BH",3,"honeybee",2818,"S0º 58.618' W78º 35.088'",2
"99","BQ1","DH",1,"honeybee",2818,"S0º 58.618' W78º 35.088'",5
"100","BQ1","BH",1,"honeybee",2818,"S0º 58.618' W78º 35.088'",5
"101","BQ1","BH",2,"honeybee",2818,"S0º 58.618' W78º 35.088'",1
"102","BQ1","BH",NA,"honeybee",2818,"S0º 58.618' W78º 35.088'",1
"103","BQ1","DH",NA,"honeybee",2818,"S0º 58.618' W78º 35.088'",6
"104","BQ1","DH",3,"honeybee",2818,"S0º 58.618' W78º 35.088'",6
"105","BQ1","BH",3,"honeybee",2818,"S0º 58.618' W78º 35.088'",2
"106","BQ2","DH",2,"honeybee",3041,"S0º 58.917' W78º 33.509'",1
"107","CUMBI1","BH",1,"honeybee",2759,"S1º 03.191' W78º 33.840'",9
"108","CUMBI1","BH",1,"honeybee",2759,"S1º 03.191' W78º 33.840'",1
"109","CUMBI2","BH",3,"honeybee",2943,"S1º 03.378' W78º 32.547'",4
"110","CUMBI2","BH",NA,"honeybee",2943,"S1º 03.378' W78º 32.547'",9
"111","CUMBI2","BH",NA,"honeybee",2943,"S1º 03.378' W78º 32.547'",9
"112","CUMBI2","BH",3,"honeybee",2943,"S1º 03.378' W78º 32.547'",4
"113","CUMBI2","BH",2,"honeybee",2943,"S1º 03.378' W78º 32.547'",2
"114","CUMBI2","BH",2,"honeybee",2943,"S1º 03.378' W78º 32.547'",2
"115","CUMBI2","BH",2,"honeybee",2943,"S1º 03.378' W78º 32.547'",1
"116","CUMBI2","BH",2,"honeybee",2943,"S1º 03.378' W78º 32.547'",3
"117","CUMBI3","DH",1,"honeybee",3064,"S1º 03.289' W78º 30.786'",5
"118","CUMBI3","DH",1,"honeybee",3064,"S1º 03.289' W78º 30.786'",1
"119","CUMBI3","DH",1,"honeybee",3064,"S1º 03.289' W78º 30.786'",1
"120","CUMBI4","BH",3,"honeybee",3152,"S1º 03.050' W78º 30.281'",14
"121","CUMBI4","DH",3,"honeybee",3152,"S1º 03.050' W78º 30.281'",5
"122","CUMBI4","DH",1,"honeybee",3152,"S1º 03.050' W78º 30.281'",3
"123","CUMBI4","BH",1,"honeybee",3152,"S1º 03.050' W78º 30.281'",15
"124","CUMBI4","DH",2,"honeybee",3152,"S1º 03.050' W78º 30.281'",8
"125","CUMBI4","BH",2,"honeybee",3152,"S1º 03.050' W78º 30.281'",9
"126","CUMBI4","BH",3,"honeybee",3152,"S1º 03.050' W78º 30.281'",14
"127","CUMBI4","DH",3,"honeybee",3152,"S1º 03.050' W78º 30.281'",5
"128","CUMBI5","DH",1,"honeybee",3189,"S1º 01.907' W78º 28.672'",1
"129","CUMBI5","DH",1,"honeybee",3189,"S1º 01.907' W78º 28.672'",1
"130","CUMBI5","DH",1,"honeybee",3189,"S1º 01.907' W78º 28.672'",1
"131","CUMBI5","BH",2,"honeybee",3189,"S1º 01.907' W78º 28.672'",1
"132","CUMBI5","DH",2,"honeybee",3189,"S1º 01.907' W78º 28.672'",2
"133","CUMBI6","BH",3,"honeybee",3628,"S1º 00.696' W78º 27.529'",4
"134","CUMBI6","DH",1,"honeybee",3628,"S1º 00.696' W78º 27.529'",1
"135","CUMBI6","BH",2,"honeybee",3628,"S1º 00.696' W78º 27.529'",6
"136","CUMBI6","BH",3,"honeybee",3628,"S1º 00.696' W78º 27.529'",4
"137","CUSU1","DH",3,"honeybee",3086,"S1º 04.021' W78º 41.442'",6
"138","CUSU1","BH",3,"honeybee",3086,"S1º 04.021' W78º 41.442'",6
"139","CUSU1","BH",1,"honeybee",3086,"S1º 04.021' W78º 41.442'",5
"140","CUSU1","BH",NA,"honeybee",3086,"S1º 04.021' W78º 41.442'",5
"141","CUSU1","DH",NA,"honeybee",3086,"S1º 04.021' W78º 41.442'",7
"142","CUSU1","DH",3,"honeybee",3086,"S1º 04.021' W78º 41.442'",6
"143","CUSU1","BH",3,"honeybee",3086,"S1º 04.021' W78º 41.442'",6
"144","CUSU2","DH",3,"honeybee",3500,"S1º 05.516' W78º 43.567'",2
"145","CUSU2","DH",1,"honeybee",3500,"S1º 05.516' W78º 43.567'",2
"146","CUSU2","BH",1,"honeybee",3500,"S1º 05.516' W78º 43.567'",10
"147","CUSU2","BH",2,"honeybee",3500,"S1º 05.516' W78º 43.567'",9
"148","CUSU2","BH",3,"honeybee",3500,"S1º 05.516' W78º 43.567'",9
"149","BQ2","DH",1,NA,3041,"S0º 58.917' W78º 33.509'",1
"150","CUMBI2","DH",3,NA,2943,"S1º 03.378' W78º 32.547'",0
"151","CUMBI6","DH",2,NA,3628,"S1º 00.696' W78º 27.529'",NA
"152","BQ1","DH",2,"Solitary_bees",2818,"S0º 58.618' W78º 35.088'",1
"153","BQ1","DH",2,"Solitary_bees",2818,"S0º 58.618' W78º 35.088'",1
"154","BQ1","DH",3,"Solitary_bees",2818,"S0º 58.618' W78º 35.088'",1
"155","BQ1","DH",3,"Solitary_bees",2818,"S0º 58.618' W78º 35.088'",1
"156","BQ1","DH",NA,"Solitary_bees",2818,"S0º 58.618' W78º 35.088'",1
"157","BQ1","BH",NA,"Solitary_bees",2818,"S0º 58.618' W78º 35.088'",1
"158","BQ1","DH",3,"Solitary_bees",2818,"S0º 58.618' W78º 35.088'",1
"159","BQ1","DH",3,"Solitary_bees",2818,"S0º 58.618' W78º 35.088'",1
"160","CUMBI4","BH",1,"Solitary_bees",3152,"S1º 03.050' W78º 30.281'",1
"161","CUMBI5","BH",1,"Solitary_bees",3189,"S1º 01.907' W78º 28.672'",1
"162","CUMBI5","BH",3,"Solitary_bees",3189,"S1º 01.907' W78º 28.672'",1
"163","CUMBI5","BH",3,"Solitary_bees",3189,"S1º 01.907' W78º 28.672'",1
"164","CUMBI5","BH",3,"Solitary_bees",3189,"S1º 01.907' W78º 28.672'",1
"165","CUMBI6","DH",2,"Solitary_bees",3628,"S1º 00.696' W78º 27.529'",1
"166","CUSU1","DH",1,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",1
"167","CUSU1","BH",3,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",1
"168","CUSU1","BH",3,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",1
"169","CUSU1","DH",2,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",1
"170","CUSU1","DH",1,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",1
"171","CUSU1","DH",3,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",1
"172","CUSU1","DH",NA,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",2
"173","CUSU1","DH",3,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",1
"174","CUSU1","BH",3,"Solitary_bees",3086,"S1º 04.021' W78º 41.442'",1
"175","CUSU2","BH",3,"Solitary_bees",3500,"S1º 05.516' W78º 43.567'",1
"176","CUSU2","DH",2,"Solitary_bees",3500,"S1º 05.516' W78º 43.567'",1
"177","Q2","BH",3,"Solitary_bees",3780,"S0º 54.999' W78º 49.727'",1
"178","Q3","DH",3,"Solitary_bees",3747,"S0º 57.144' W78º 52.173'",1
"179","Q3","BH",2,"Solitary_bees",3747,"S0º 57.144' W78º 52.173'",1
"180","Q3","BH",2,"Solitary_bees",3747,"S0º 57.144' W78º 52.173'",1
"181","Q3","BH",2,"Solitary_bees",3747,"S0º 57.144' W78º 52.173'",1
"182","Q3","DH",2,"Solitary_bees",3747,"S0º 57.144' W78º 52.173'",1
"183","Q3","BH",2,"Solitary_bees",3747,"S0º 57.144' W78º 52.173'",1
"184","BQ1","BH",1,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"185","BQ1","DH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"186","BQ1","BH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"187","BQ1","BH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"188","BQ1","BH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"189","BQ1","BH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"190","BQ1","BH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"191","BQ1","BH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"192","BQ1","DH",3,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"193","BQ1","DH",3,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"194","BQ1","BH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"195","BQ1","BH",3,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"196","BQ1","BH",3,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"197","BQ1","DH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",5
"198","BQ1","BH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",40
"199","BQ1","BH",NA,"syrphids",2818,"S0º 58.618' W78º 35.088'",3
"200","BQ1","DH",NA,"syrphids",2818,"S0º 58.618' W78º 35.088'",3
"201","BQ1","BH",NA,"syrphids",2818,"S0º 58.618' W78º 35.088'",1
"202","BQ1","DH",2,"syrphids",2818,"S0º 58.618' W78º 35.088'",4
"203","BQ1","DH",3,"syrphids",2818,"S0º 58.618' W78º 35.088'",2
"204","BQ1","DH",3,"syrphids",2818,"S0º 58.618' W78º 35.088'",2
"205","BQ1","BH",1,"syrphids",2818,"S0º 58.618' W78º 35.088'",4
"206","BQ2","DH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"207","BQ2","DH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"208","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"209","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"210","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"211","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"212","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"213","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"214","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"215","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"216","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"217","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"218","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"219","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"220","BQ2","BH",1,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"221","BQ2","DH",2,"syrphids",3041,"S0º 58.917' W78º 33.509'",3
"222","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"223","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"224","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"225","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"226","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"227","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"228","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"229","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"230","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"231","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"232","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"233","BQ2","BH",2,"syrphids",3041,"S0º 58.917' W78º 33.509'",3
"234","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",11
"235","BQ2","DH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",2
"236","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",NA
"237","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"238","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"239","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"240","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"241","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"242","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"243","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"244","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"245","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"246","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"247","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"248","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"249","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"250","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",1
"251","BQ2","DH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",6
"252","BQ2","BH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",15
"253","BQ2","DH",3,"syrphids",3041,"S0º 58.917' W78º 33.509'",6
"254","BQ2","BH",2,"syrphids",3041,"S0º 58.917' W78º 33.509'",29
"255","CUMBI1","DH",NA,"syrphids",2759,"S1º 03.191' W78º 33.840'",1
"256","CUMBI1","DH",NA,"syrphids",2759,"S1º 03.191' W78º 33.840'",1
"257","CUMBI1","BH",1,"syrphids",2759,"S1º 03.191' W78º 33.840'",1
